rank,candidate_id,mask_u16_hex,open_count,solid_count,density,largest_open_component,open_component_count,north_socket_bits,south_socket_bits,west_socket_bits,east_socket_bits,floor_support_bits,ceiling_gap_bits,left_wall_bits,right_wall_bits,silhouette_signature,socket_signature,mirror_family_signature,density_bucket,edge_socket_bucket,support_affordance_class,hazard_detail_eligibility,role_tags,chunk_path_allowed,score
230,VIS01_MP_7362,0x7362,8,8,0.5000,6,2,0x8,0xD,0x3,0xF,0xD,0x8,0xC,0x0,R1223-C2420,N8-SD-W3-EF,MF_7362,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,710
231,VIS01_MP_0E41,0x0E41,11,5,0.3125,11,1,0xF,0xE,0xE,0xB,0xF,0xF,0x1,0x4,R1130-C1121,NF-SE-WE-EB,MF_0728,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
232,VIS01_MP_9940,0x9940,11,5,0.3125,11,1,0x6,0xF,0x3,0x3,0xF,0x6,0xC,0xC,R0122-C2012,N6-SF-W3-E3,MF_9920,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
233,VIS01_MP_F1DF,0xF1DF,4,12,0.7500,4,1,0x0,0x0,0x0,0x4,0xE,0x0,0xF,0xB,R4314-C4233,N0-S0-W0-E4,MF_F1DF,DENSE_4_6,SIDES_1_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CONNECTED_OPEN;DETAIL_ELIGIBLE,false,491
234,VIS01_MP_022A,0x022A,12,4,0.2500,12,1,0xF,0x5,0xF,0xE,0xF,0xF,0x0,0x1,R2110-C0301,NF-S5-WF-EE,MF_022A,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
235,VIS01_MP_F415,0xF415,8,8,0.5000,8,1,0x0,0xA,0x4,0x7,0xF,0x0,0xB,0x8,R2114-C3131,N0-SA-W4-E7,MF_F28A,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1063
236,VIS01_MP_E0FF,0xE0FF,5,11,0.6875,5,1,0x1,0x0,0xC,0x4,0xF,0x1,0x3,0xB,R4403-C2333,N1-S0-WC-E4,MF_70FF,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,752
237,VIS01_MP_20D1,0x20D1,11,5,0.3125,11,1,0xD,0xE,0xC,0xD,0xF,0xD,0x3,0x2,R1301-C2111,ND-SE-WC-ED,MF_20D1,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
238,VIS01_MP_7518,0x7518,9,7,0.4375,9,1,0x8,0x7,0x1,0xE,0xF,0x8,0xE,0x1,R1123-C3121,N8-S7-W1-EE,MF_7518,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
239,VIS01_MP_006F,0x006F,10,6,0.3750,10,1,0xF,0x0,0xE,0xE,0xF,0xF,0x1,0x1,R4200-C1221,NF-S0-WE-EE,MF_006F,LIGHT_10_12,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1275
240,VIS01_MP_F802,0xF802,10,6,0.3750,10,1,0x0,0xD,0x7,0x3,0xF,0x0,0x8,0xC,R1014-C1212,N0-SD-W7-E3,MF_F104,LIGHT_10_12,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1275
241,VIS01_MP_C8CF,0xC8CF,7,9,0.5625,7,1,0x3,0x0,0xE,0x0,0x7,0x3,0x1,0xF,R4212-C1134,N3-S0-WE-E0,MF_313F,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,927
242,VIS01_MP_100B,0x100B,12,4,0.2500,12,1,0xE,0x4,0x6,0xE,0xF,0xE,0x9,0x1,R3001-C2101,NE-S4-W6-EE,MF_100B,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
243,VIS01_MP_8DD9,0x8DD9,7,9,0.5625,7,1,0x7,0x6,0x8,0x0,0x7,0x7,0x7,0xF,R2331-C3024,N7-S6-W8-E0,MF_1BB9,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,952
244,VIS01_MP_E020,0xE020,12,4,0.2500,12,1,0x1,0xF,0xF,0x7,0xF,0x1,0x0,0x8,R0103-C0211,N1-SF-WF-E7,MF_7040,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
245,VIS01_MP_0D43,0x0D43,10,6,0.3750,7,2,0xF,0xC,0xA,0xB,0xF,0xF,0x5,0x4,R2130-C2121,NF-SC-WA-EB,MF_0B2C,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,827
246,VIS01_MP_3C8D,0x3C8D,8,8,0.5000,6,2,0xC,0x2,0x6,0x8,0xF,0xC,0x9,0x7,R3122-C2123,NC-S2-W6-E8,MF_3C8D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
247,VIS01_MP_91C3,0x91C3,9,7,0.4375,7,2,0x6,0xC,0x2,0x5,0xF,0x6,0xD,0xA,R2212-C3112,N6-SC-W2-E5,MF_91C3,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
248,VIS01_MP_BB0D,0xBB0D,7,9,0.5625,7,1,0x4,0x2,0x2,0x2,0xF,0x4,0xD,0xD,R3033-C3213,N4-S2-W2-E2,MF_BB0D,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,982
249,VIS01_MP_6604,0x6604,11,5,0.3125,11,1,0x9,0xB,0xF,0xF,0xF,0x9,0x0,0x0,R1022-C0230,N9-SB-WF-EF,MF_6602,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;HORIZONTAL_THROUGH;CONNECTED_OPEN,true,1394
250,VIS01_MP_C8B9,0xC8B9,8,8,0.5000,8,1,0x3,0x6,0xC,0x0,0x7,0x3,0x3,0xF,R2312-C2114,N3-S6-WC-E0,MF_31D9,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
251,VIS01_MP_7737,0x7737,5,11,0.6875,5,1,0x8,0x8,0x0,0xF,0xC,0x8,0xF,0x0,R3233-C4430,N8-S8-W0-EF,MF_7737,DENSE_4_6,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,742
252,VIS01_MP_D833,0xD833,8,8,0.5000,8,1,0x2,0xC,0x4,0x3,0xF,0x2,0xB,0xC,R2213-C3212,N2-SC-W4-E3,MF_B1CC,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
253,VIS01_MP_CE71,0xCE71,7,9,0.5625,4,2,0x3,0xE,0xC,0x3,0xF,0x3,0x3,0xC,R1332-C2232,N3-SE-WC-E3,MF_37E8,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,509
254,VIS01_MP_1017,0x1017,11,5,0.3125,11,1,0xE,0x8,0x4,0xF,0xF,0xE,0xB,0x0,R3101-C3110,NE-S8-W4-EF,MF_1017,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
255,VIS01_MP_0BFF,0x0BFF,5,11,0.6875,5,1,0xF,0x0,0x8,0x8,0xF,0xF,0x7,0x7,R4430-C3323,NF-S0-W8-E8,MF_0BFF,DENSE_4_6,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,752
256,VIS01_MP_0D83,0x0D83,10,6,0.3750,10,1,0xF,0xC,0xA,0x9,0xF,0xF,0x5,0x6,R2130-C2112,NF-SC-WA-E9,MF_0B1C,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
257,VIS01_MP_47C0,0x47C0,10,6,0.3750,6,3,0xB,0xF,0xB,0xD,0xF,0xB,0x4,0x2,R0231-C1131,NB-SF-WB-ED,MF_2E30,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,727
258,VIS01_MP_F245,0xF245,8,8,0.5000,4,2,0x0,0xA,0x6,0x7,0xF,0x0,0x9,0x8,R2114-C2231,N0-SA-W6-E7,MF_F245,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,490
259,VIS01_MP_739B,0x739B,6,10,0.6250,6,1,0x8,0x4,0x0,0xC,0xE,0x8,0xF,0x3,R3223-C4312,N8-S4-W0-EC,MF_739B,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,853
260,VIS01_MP_1579,0x1579,8,8,0.5000,6,2,0xE,0x6,0x0,0xE,0xE,0xE,0xF,0x1,R2321-C4121,NE-S6-W0-EE,MF_1579,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,685
261,VIS01_MP_1B22,0x1B22,10,6,0.3750,8,2,0xE,0xD,0x3,0xB,0xF,0xE,0xC,0x4,R1131-C2301,NE-SD-W3-EB,MF_1B22,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
262,VIS01_MP_3322,0x3322,10,6,0.3750,8,2,0xC,0xD,0x3,0xF,0xD,0xC,0xC,0x0,R1122-C2400,NC-SD-W3-EF,MF_3322,LIGHT_10_12,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,922
263,VIS01_MP_C474,0xC474,9,7,0.4375,4,3,0x3,0xB,0xD,0x7,0xB,0x3,0x2,0x8,R1312-C1141,N3-SB-WD-E7,MF_32E2,BALANCED_7_9,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,516
264,VIS01_MP_F707,0xF707,6,10,0.6250,6,1,0x0,0x8,0x2,0x7,0xF,0x0,0xD,0x8,R3034-C3331,N0-S8-W2-E7,MF_F707,DENSE_4_6,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,CHUNK_PATH;CONNECTED_OPEN;DETAIL_ELIGIBLE,true,858
265,VIS01_MP_CB39,0xCB39,7,9,0.5625,5,2,0x3,0x6,0x8,0x2,0xF,0x3,0x7,0xD,R2232-C3213,N3-S6-W8-E2,MF_3DC9,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,609
266,VIS01_MP_7307,0x7307,8,8,0.5000,8,1,0x8,0x8,0x2,0xF,0xF,0x8,0xD,0x0,R3023-C3320,N8-S8-W2-EF,MF_7307,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
267,VIS01_MP_B311,0xB311,9,7,0.4375,9,1,0x4,0xE,0x0,0x7,0xE,0x4,0xF,0x8,R1123-C4201,N4-SE-W0-E7,MF_B311,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1164
268,VIS01_MP_F01F,0xF01F,7,9,0.5625,7,1,0x0,0x0,0x4,0x6,0xF,0x0,0xB,0x9,R4104-C3222,N0-S0-W4-E6,MF_F01F,BALANCED_7_9,SIDES_2_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,932
269,VIS01_MP_9457,0x9457,8,8,0.5000,5,2,0x6,0x8,0x4,0x7,0xF,0x6,0xB,0x8,R3212-C3131,N6-S8-W4-E7,MF_92AE,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
270,VIS01_MP_3267,0x3267,8,8,0.5000,6,2,0xC,0x8,0x6,0xF,0xD,0xC,0x9,0x0,R3212-C2420,NC-S8-W6-EF,MF_3267,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,710
271,VIS01_MP_4300,0x4300,13,3,0.1875,11,2,0xB,0xF,0xB,0xF,0xF,0xB,0x4,0x0,R0021-C1110,NB-SF-WB-EF,MF_2C00,QUIET_13_16,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,LOW_DENSITY;DETAIL_ELIGIBLE,false,1209
272,VIS01_MP_0BE2,0x0BE2,9,7,0.4375,5,3,0xF,0xD,0xB,0x9,0xF,0xF,0x4,0x6,R1330-C1312,NF-SD-WB-E9,MF_0BE2,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
273,VIS01_MP_0229,0x0229,12,4,0.2500,12,1,0xF,0x6,0xE,0xE,0xF,0xF,0x1,0x1,R2110-C1201,NF-S6-WE-EE,MF_0229,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
274,VIS01_MP_1D77,0x1D77,6,10,0.6250,4,2,0xE,0x8,0x0,0xB,0xE,0xE,0xF,0x4,R3331-C4231,NE-S8-W0-EB,MF_1D77,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
275,VIS01_MP_8502,0x8502,12,4,0.2500,12,1,0x7,0xD,0xB,0x7,0xF,0x7,0x4,0x8,R1021-C1111,N7-SD-WB-E7,MF_1A04,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
276,VIS01_MP_3F8B,0x3F8B,6,10,0.6250,4,2,0xC,0x4,0x2,0x8,0xF,0xC,0xD,0x7,R3142-C3313,NC-S4-W2-E8,MF_3F8B,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
277,VIS01_MP_310B,0x310B,10,6,0.3750,10,1,0xC,0x4,0x2,0xE,0xF,0xC,0xD,0x1,R3012-C3201,NC-S4-W2-EE,MF_310B,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
278,VIS01_MP_FC47,0xFC47,6,10,0.6250,4,2,0x0,0x8,0x6,0x3,0xB,0x0,0x9,0xC,R3124-C2242,N0-S8-W6-E3,MF_F32E,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
279,VIS01_MP_9017,0x9017,10,6,0.3750,10,1,0x6,0x8,0x4,0x7,0xF,0x6,0xB,0x8,R3102-C3111,N6-S8-W4-E7,MF_9017,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
280,VIS01_MP_F300,0xF300,10,6,0.3750,10,1,0x0,0xF,0x3,0x7,0xF,0x0,0xC,0x8,R0024-C2211,N0-SF-W3-E7,MF_F300,LIGHT_10_12,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1275
281,VIS01_MP_2413,0x2413,11,5,0.3125,11,1,0xD,0xC,0xC,0xF,0xF,0xD,0x3,0x0,R2111-C2210,ND-SC-WC-EF,MF_2413,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
282,VIS01_MP_0A2E,0x0A2E,10,6,0.3750,10,1,0xF,0x1,0xF,0xA,0xF,0xF,0x0,0x5,R3120-C0312,NF-S1-WF-EA,MF_0547,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
283,VIS01_MP_91D9,0x91D9,8,8,0.5000,8,1,0x6,0x6,0x0,0x4,0xE,0x6,0xF,0xB,R2312-C4013,N6-S6-W0-E4,MF_91D9,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1058
284,VIS01_MP_0273,0x0273,10,6,0.3750,10,1,0xF,0xC,0xC,0xF,0xF,0xF,0x3,0x0,R2310-C2310,NF-SC-WC-EF,MF_0273,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
285,VIS01_MP_E819,0xE819,9,7,0.4375,9,1,0x1,0x6,0xC,0x2,0xF,0x1,0x3,0xD,R2113-C2113,N1-S6-WC-E2,MF_7189,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
286,VIS01_MP_3DCD,0x3DCD,6,10,0.6250,4,2,0xC,0x2,0x2,0x8,0xF,0xC,0xD,0x7,R3232-C3133,NC-S2-W2-E8,MF_3DCD,DENSE_4_6,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,503
287,VIS01_MP_5515,0x5515,9,7,0.4375,9,1,0xA,0xA,0x0,0xF,0xE,0xA,0xF,0x0,R2122-C4030,NA-SA-W0-EF,MF_5515,BALANCED_7_9,SIDES_3_FULL_1,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1164
288,VIS01_MP_CB99,0xCB99,7,9,0.5625,5,2,0x3,0x6,0x8,0x0,0x7,0x3,0x7,0xF,R2232-C3114,N3-S6-W8-E0,MF_3D99,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
289,VIS01_MP_1F03,0x1F03,9,7,0.4375,6,2,0xE,0xC,0x2,0xB,0xF,0xE,0xD,0x4,R2041-C3211,NE-SC-W2-EB,MF_1F03,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,721
290,VIS01_MP_F840,0xF840,10,6,0.3750,10,1,0x0,0xF,0x7,0x3,0xF,0x0,0x8,0xC,R0114-C1122,N0-SF-W7-E3,MF_F120,LIGHT_10_12,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1275
291,VIS01_MP_0EC2,0x0EC2,10,6,0.3750,8,2,0xF,0xD,0xF,0x9,0xF,0xF,0x0,0x6,R1230-C0222,NF-SD-WF-E9,MF_0734,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
292,VIS01_MP_0E06,0x0E06,11,5,0.3125,11,1,0xF,0x9,0xF,0xB,0xF,0xF,0x0,0x4,R2030-C0221,NF-S9-WF-EB,MF_0706,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
293,VIS01_MP_B88F,0xB88F,7,9,0.5625,7,1,0x4,0x0,0x6,0x0,0x7,0x4,0x9,0xF,R4113-C2214,N4-S0-W6-E0,MF_B88F,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,927
294,VIS01_MP_B837,0xB837,7,9,0.5625,7,1,0x4,0x8,0x4,0x3,0xF,0x4,0xB,0xC,R3213-C3312,N4-S8-W4-E3,MF_B837,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,982
295,VIS01_MP_CC77,0xCC77,6,10,0.6250,4,2,0x3,0x8,0xC,0x3,0xB,0x3,0x3,0xC,R3322-C2242,N3-S8-WC-E3,MF_33EE,DENSE_4_6,SIDES_4_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,498
296,VIS01_MP_06E3,0x06E3,9,7,0.4375,7,2,0xF,0xC,0xE,0xD,0xF,0xF,0x1,0x2,R2320-C1321,NF-SC-WE-ED,MF_067C,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
297,VIS01_MP_028B,0x028B,11,5,0.3125,11,1,0xF,0x4,0xE,0xC,0xF,0xF,0x1,0x3,R3110-C1202,NF-S4-WE-EC,MF_028B,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
298,VIS01_MP_34D0,0x34D0,10,6,0.3750,7,2,0xC,0xF,0x5,0xD,0xF,0xC,0xA,0x2,R0312-C2121,NC-SF-W5-ED,MF_34D0,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,827
299,VIS01_MP_0526,0x0526,11,5,0.3125,9,2,0xF,0x9,0xB,0xF,0xF,0xF,0x4,0x0,R2120-C1220,NF-S9-WB-EF,MF_0526,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,1021
300,VIS01_MP_6647,0x6647,8,8,0.5000,4,2,0x9,0x8,0xE,0xF,0xB,0x9,0x1,0x0,R3122-C1340,N9-S8-WE-EF,MF_662E,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,510
301,VIS01_MP_F0D9,0xF0D9,7,9,0.5625,7,1,0x0,0x6,0x4,0x4,0xF,0x0,0xB,0xB,R2304-C3123,N0-S6-W4-E4,MF_F0B9,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,957
302,VIS01_MP_00EF,0x00EF,9,7,0.4375,9,1,0xF,0x0,0xE,0xC,0xF,0xF,0x1,0x3,R4300-C1222,NF-S0-WE-EC,MF_007F,BALANCED_7_9,SIDES_3_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
303,VIS01_MP_5520,0x5520,11,5,0.3125,9,2,0xA,0xF,0x3,0xF,0xF,0xA,0xC,0x0,R0122-C2120,NA-SF-W3-EF,MF_5520,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,1021
304,VIS01_MP_E439,0xE439,8,8,0.5000,5,2,0x1,0x6,0xC,0x6,0xF,0x1,0x3,0x9,R2213-C2222,N1-S6-WC-E6,MF_72C9,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,615
305,VIS01_MP_8337,0x8337,8,8,0.5000,8,1,0x7,0x8,0x8,0x7,0xF,0x7,0x7,0x8,R3221-C3311,N7-S8-W8-E7,MF_1CCE,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1088
306,VIS01_MP_0AF1,0x0AF1,9,7,0.4375,6,2,0xF,0xE,0xC,0x9,0xF,0xF,0x3,0x6,R1420-C2212,NF-SE-WC-E9,MF_05F8,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,721
307,VIS01_MP_88D8,0x88D8,10,6,0.3750,10,1,0x7,0x7,0xD,0x0,0x7,0x7,0x2,0xF,R1311-C1014,N7-S7-WD-E0,MF_11B1,LIGHT_10_12,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1270
308,VIS01_MP_880E,0x880E,11,5,0.3125,11,1,0x7,0x1,0xF,0x2,0xF,0x7,0x0,0xD,R3011-C0113,N7-S1-WF-E2,MF_1107,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
309,VIS01_MP_7599,0x7599,7,9,0.5625,5,2,0x8,0x6,0x0,0xC,0xE,0x8,0xF,0x3,R2223-C4122,N8-S6-W0-EC,MF_7599,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
