slot_index,pattern_x,pattern_y,room_id,connector_ids,route_ownership,candidate_id,mask_hex,socket_signature,transform,map21_02_family_link,selection_reason,attempt_count
1498,58,18,R06_SPLIT_GALLERY,,FILLER_DETAIL,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1499,59,18,R06_SPLIT_GALLERY,,FILLER_DETAIL,VIS01_MP_B922,0xB922,N4-SD-W3-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1500,60,18,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_9D90,0x9D90,N6-SF-W1-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,34
1501,61,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_B837,0xB837,N4-S8-W4-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1502,62,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_B9D0,0xB9D0,N4-SF-W1-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1503,63,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_BB3C,0xBB3C,N4-S3-W1-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1504,64,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1505,65,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1506,66,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1507,67,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_7313,0x7313,N8-SC-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1508,68,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_74A0,0x74A0,N8-SF-W7-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1509,69,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1510,70,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_77D0,0x77D0,N8-SF-W1-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1511,71,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_7117,0x7117,N8-S8-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1512,72,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1513,73,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1514,74,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1515,75,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1516,76,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6020,0x6020,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1517,77,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1518,78,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1519,79,18,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1520,0,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_9D90,0x9D90,N6-SF-W1-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1521,1,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1522,2,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_98F0,0x98F0,N6-SF-W5-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1523,3,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1524,4,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1525,5,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8502,0x8502,N7-SD-WB-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1526,6,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1527,7,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8080,0x8080,N7-SF-WF-E5,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1528,8,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_820E,0x820E,N7-S1-WF-E6,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1529,9,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8393,0x8393,N7-SC-W8-E5,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1530,10,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8D1C,0x8D1C,N7-S3-W9-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1531,11,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8E90,0x8E90,N7-SF-WD-E1,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1532,12,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8800,0x8800,N7-SF-WF-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1533,13,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_89EE,0x89EE,N7-S1-WB-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1534,14,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_8B8A,0x8B8A,N7-S5-WB-E0,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1535,15,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_74A0,0x74A0,N8-SF-W7-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1536,16,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_604D,0x604D,N9-S2-WE-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1537,17,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6222,0x6222,N9-SD-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1538,18,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1539,19,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1540,20,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1541,21,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1542,22,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1543,23,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_6000,0x6000,N9-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,5
1544,24,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,1
1545,25,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,4
1546,26,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_500D,0x500D,NA-S2-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1547,27,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1548,28,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,1
1549,29,19,R03_VERTICAL_ASCENT,,MAIN,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1550,30,19,R03_VERTICAL_ASCENT,C03,MAIN,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,1
1551,31,19,R04_SPLIT_GALLERY,C03,MAIN,VIS01_MP_5501,0x5501,NA-SE-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1552,32,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_880E,0x880E,N7-S1-WF-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,27
1553,33,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_880E,0x880E,N7-S1-WF-E2,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1554,34,19,R04_SPLIT_GALLERY,,SPLIT_REJOIN,VIS01_MP_8800,0x8800,N7-SF-WF-E3,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,SPLIT_REJOIN_SOCKET_FILTERED,9
1555,35,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,12
1556,36,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,8
1557,37,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_7307,0x7307,N8-S8-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,11
1558,38,19,R04_SPLIT_GALLERY,,SPLIT_REJOIN,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,SPLIT_REJOIN_SOCKET_FILTERED,35
1559,39,19,R04_SPLIT_GALLERY,,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1560,40,19,R04_SPLIT_GALLERY,C04,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,12
1561,41,19,R05_TRANSIT,C04,MAIN,VIS01_MP_7307,0x7307,N8-S8-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,12
1562,42,19,R05_TRANSIT,,MAIN,VIS01_MP_7307,0x7307,N8-S8-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,8
1563,43,19,R05_TRANSIT,,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1564,44,19,R05_TRANSIT,,MAIN,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1565,45,19,R05_TRANSIT,,MAIN,VIS01_MP_7307,0x7307,N8-S8-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,5
1566,46,19,R05_TRANSIT,,MAIN,VIS01_MP_6604,0x6604,N9-SB-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,7
1567,47,19,R05_TRANSIT,,MAIN,VIS01_MP_660E,0x660E,N9-S1-WF-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,4
1568,48,19,R05_TRANSIT,,MAIN,VIS01_MP_3204,0x3204,NC-SB-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1569,49,19,R05_TRANSIT,,MAIN,VIS01_MP_3204,0x3204,NC-SB-W7-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1570,50,19,R05_TRANSIT,C05,MAIN,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,9
1571,51,19,R06_SPLIT_GALLERY,C05,MAIN,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,8
1572,52,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1573,53,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1574,54,19,R06_SPLIT_GALLERY,,SPLIT_REJOIN,VIS01_MP_1A08,0x1A08,NE-S7-W7-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,SPLIT_REJOIN_SOCKET_FILTERED,47
1575,55,19,R06_SPLIT_GALLERY,,BRANCH,VIS01_MP_2400,0x2400,ND-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,BRANCH_SOCKET_FILTERED,2
1576,56,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_2641,0x2641,ND-SE-WE-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,1
1577,57,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_2040,0x2040,ND-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,2
1578,58,19,R06_SPLIT_GALLERY,,SPLIT_REJOIN,VIS01_MP_0108,0x0108,NF-S7-WB-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,SPLIT_REJOIN_SOCKET_FILTERED,48
1579,59,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_2200,0x2200,ND-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,1
1580,60,19,R06_SPLIT_GALLERY,,MAIN,VIS01_MP_2800,0x2800,ND-SF-WF-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,MAIN_SOCKET_FILTERED,3
1581,61,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1582,62,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1583,63,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_2810,0x2810,ND-SF-WD-EB,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1584,64,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1585,65,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_50F0,0x50F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1586,66,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_44DF,0x44DF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1587,67,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_460B,0x460B,NB-S4-WE-EE,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1588,68,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_47C0,0x47C0,NB-SF-WB-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1589,69,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4100,0x4100,NB-SF-WB-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1590,70,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1591,71,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4400,0x4400,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1592,72,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_44DF,0x44DF,NB-S0-WC-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1593,73,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4710,0x4710,NB-SF-W9-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1594,74,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_408C,0x408C,NB-S3-WF-EC,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1595,75,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_4200,0x4200,NB-SF-WF-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1596,76,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_34D0,0x34D0,NC-SF-W5-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1597,77,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_3511,0x3511,NC-SE-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1598,78,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_3773,0x3773,NC-SC-W0-EF,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1599,79,19,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_30E2,0x30E2,NC-SD-W7-ED,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1600,0,20,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_C474,0xC474,N3-SB-WD-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1601,1,20,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_C460,0xC460,N3-SF-WF-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1602,2,20,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_C000,0xC000,N3-SF-WF-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
1603,3,20,OUTSIDE_QUIET,,FILLER_DETAIL,VIS01_MP_C271,0xC271,N3-SE-WC-E7,IDENTITY_NO_ROTATION,MAP21_02_READ_ONLY_PRESENTATION_FAMILY,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1
